unique,paperID,year,full.ref,pubtype,ocean,ocean.reg,hemi,lat,long,depth,size,no.sites,notes.geo,yrstart,yrend,timespan,yrsdata,data.pattern,no.datapt,note.time,paper.gp,group,spp,comm.name,lifestage,trophic,range.sect,spp.type,other.attributes,fishing,no.spp,note.spp,obstype,detailobs,phen.type,phen.season,dist.type,dist.indice,dec.direct,dist.direct,dec.val,dec.unit,dec.source,dec.test,deg.direct,deg.val,deg.unit,deg.source,deg.test,note.bio,consistent with general expectation,consistent,cc.var,detailsccvar,cctest,other.ccvar,attribution,atrib.test,note.attrib,tempac,spatialac,alt.factor,prim.alt,note.cc,mechanism,cc.warm.global
1137,2048,2011,"Hinz, H., E. Capasso, M. Lilley, M. Frost, and S. R. Jenkins.2011. Temporal differences across a bio-geographical boundary reveal slow response of sub-littoral benthos to climate change. Marine Ecology Progress Series 423: 69-82",Peer-reviewed journal,English Channel,Atlantic Ocean,Northern,50.46,-1.49,Demersal Continental shelf Demersal/Benthic ,100,51,NA,1958,2006,49,2,Two periods,102,NA,Benthic molluscs,Taxa,Modiolus barbatus,bivalve,Adult: breeding and non-breeding or unspecified,Secondary consumer : Omnivore suspension feeder,Leading edge,Cold water,NA,Not exploited,23,NA,Distribution,eastwards range extension,NA,NA,Range edge (popn/site),Range,Positive,NA,NA,NA,NA,Not tested,NA,NA,NA,NA,NA,NA,,Opposite to expected,Temperature,SST,No but trend demonstrated,NA,Not tested,NA,NA,NA,Not considered,Authors discount other factors,Operator/observational error,NA,Temperature preference,Demonstrated regional climate change plus demonstrated link to global climate change
1138,2048,2011,"Hinz, H., E. Capasso, M. Lilley, M. Frost, and S. R. Jenkins.2011. Temporal differences across a bio-geographical boundary reveal slow response of sub-littoral benthos to climate change. Marine Ecology Progress Series 423: 69-82",Peer-reviewed journal,English Channel,Atlantic Ocean,Northern,50.46,-1.49,Demersal Continental shelf Demersal/Benthic ,100,51,NA,1958,2006,49,2,Two periods,102,NA,Benthic molluscs,Taxa,Ocenebra erinacea,hedgehog murex,Adult: breeding and non-breeding or unspecified,"Secondary consumer : Carnivore, detritivore, scavenger",Leading edge,Warm water,NA,Not exploited,23,NA,Distribution,increase in centre of range in english channel,NA,NA,Range edge (popn/site),Range,Positive,NA,NA,NA,NA,Not tested,NA,NA,NA,NA,NA,NA,,Opposite to expected,Temperature,SST,No but trend demonstrated,NA,Not tested,NA,NA,NA,Not considered,Authors discount other factors,Operator/observational error,NA,Temperature preference,Demonstrated regional climate change plus demonstrated link to global climate change
1139,2048,2011,"Hinz, H., E. Capasso, M. Lilley, M. Frost, and S. R. Jenkins.2011. Temporal differences across a bio-geographical boundary reveal slow response of sub-littoral benthos to climate change. Marine Ecology Progress Series 423: 69-82",Peer-reviewed journal,English Channel,Atlantic Ocean,Northern,50.46,-1.49,Demersal Continental shelf Demersal/Benthic ,100,51,NA,1958,2006,49,2,Two periods,102,NA,Benthic crustacea,Taxa,Scalpellum scalpellum,barnacle,Adult: breeding and non-breeding or unspecified,Secondary consumer : Omnivore suspension feeder,Leading edge,Cold water,NA,Not exploited,23,NA,Distribution,eastwards range extension,NA,NA,Range edge (popn/site),Range,Positive,NA,NA,NA,NA,Not tested,NA,NA,NA,NA,NA,NA,,Opposite to expected,Temperature,SST,No but trend demonstrated,NA,Not tested,NA,NA,NA,Not considered,Authors discount other factors,Operator/observational error,NA,Temperature preference,Demonstrated regional climate change plus demonstrated link to global climate change
1140,2049,2009,"Ling, S. D., C. R. Johnson, K. Ridgway, A. J. Hobday, and M. Haddon. 2009. Climate-driven range extension of a sea urchin: inferring future trends by analysis of recent population dynamics. Global Change Biology 15:719-731.",Peer-reviewed journal,Bass Strait,Pacific Ocean,Southern,-43.37,145.93,Intertidal/Coastal/Estuarine,1000,6,NA,1960,2005,46,5,Irregular,NA,NA,Benthic invert. (other),Taxa,Centrostephanus rodgersii,sea urchin,Adult: breeding and non-breeding or unspecified,Primary consumer: Herbivore grazer and browser,Leading edge,Warm water,NA,Not exploited,1,NA,Distribution,Southern range expansion,NA,NA,Range edge (popn/site),Range,Positive,1,160,km,Given in manuscript or supplementary material,Not tested,NA,NA,NA,NA,NA,NA,,Consistent,Temperature,SST,Tested in another study,Stengthened EAC,Yes significant,Experimental study,Used experiments of larval temperature preference and analysis of age structure to detect range shift and attribute to warming,Not considered,Not considered,Not mentioned,NA,NA,Temperature preference,Demonstrated regional climate change plus demonstrated link to global climate change
1141,2050,2008,"Micheli, F., M. J. Bishop, C. H. Peterson, and J. Rivera. 2008. Alteration of seagrass species composition and function over two decades. Ecological Monographs 78:225-244",Peer-reviewed journal,North-west Atlantic,Atlantic Ocean,Northern,34.69,-78.91,Intertidal/Coastal/Estuarine,1,1,Dog Island,1985,2004,20,4,Irregular,4,Dec sampling,Seagrass,Taxa,Zostera marina,eelgrass,Adult: breeding and non-breeding or unspecified,Primary producer,Trailing edge,Cold water,Habitat forming,Not exploited,2,NA,Abundance,shoot density,NA,NA,NA,NA,No change,NA,0,%,NA,Not statistically significant,NA,NA,NA,NA,NA,Dec sampling,,Consistent,Temperature,Spring SST,Yes statistically significant,NA,Not tested,NA,NA,NA,Not considered,Authors suggest other factors may have contributed to observed change,Pollution/Eutrophication,NA,Temperature preference,Demonstrated regional climate change plus demonstrated link to global climate change
1143,2050,2008,"Micheli, F., M. J. Bishop, C. H. Peterson, and J. Rivera. 2008. Alteration of seagrass species composition and function over two decades. Ecological Monographs 78:225-244",Peer-reviewed journal,North-west Atlantic,Atlantic Ocean,Northern,34.68,-77.05,Intertidal/Coastal/Estuarine,1,1,Marker 42,1985,2004,20,4,Irregular,4,Dec sampling,Seagrass,Taxa,Zostera marina,eelgrass,Adult: breeding and non-breeding or unspecified,Primary producer,Trailing edge,Cold water,Habitat forming,Not exploited,2,NA,Abundance,shoot density,NA,NA,NA,NA,Positive,NA,NA,NA,Given in manuscript or supplementary material,Yes statistically significant,NA,NA,NA,NA,NA,Dec sampling,,Consistent,Temperature,Spring SST,Yes statistically significant,NA,Not tested,NA,NA,NA,Not considered,Authors suggest other factors may have contributed to observed change,Pollution/Eutrophication,NA,Temperature preference,Demonstrated regional climate change plus demonstrated link to global climate change
1145,2050,2008,"Micheli, F., M. J. Bishop, C. H. Peterson, and J. Rivera. 2008. Alteration of seagrass species composition and function over two decades. Ecological Monographs 78:225-244",Peer-reviewed journal,North-west Atlantic,Atlantic Ocean,Northern,34.67,-77.11,Intertidal/Coastal/Estuarine,1,1,Huggins Island,1985,2004,20,4,Irregular,4,Dec sampling,Seagrass,Taxa,Zostera marina,eelgrass,Adult: breeding and non-breeding or unspecified,Primary producer,Trailing edge,Cold water,Habitat forming,Not exploited,2,NA,Abundance,shoot density,NA,NA,NA,NA,Positive,NA,NA,NA,Given in manuscript or supplementary material,Not statistically significant,NA,NA,NA,NA,NA,Dec sampling,,Consistent,Temperature,Spring SST,Yes statistically significant,NA,Not tested,NA,NA,NA,Not considered,Authors suggest other factors may have contributed to observed change,Pollution/Eutrophication,NA,Temperature preference,Demonstrated regional climate change plus demonstrated link to global climate change
1147,2050,2008,"Micheli, F., M. J. Bishop, C. H. Peterson, and J. Rivera. 2008. Alteration of seagrass species composition and function over two decades. Ecological Monographs 78:225-244",Peer-reviewed journal,North-west Atlantic,Atlantic Ocean,Northern,34.67,-77.06,Intertidal/Coastal/Estuarine,1,1,Emerald Island Bridge,1985,2004,20,4,Irregular,4,Dec sampling,Seagrass,Taxa,Zostera marina,eelgrass,Adult: breeding and non-breeding or unspecified,Primary producer,Trailing edge,Cold water,Habitat forming,Not exploited,2,NA,Abundance,shoot density,NA,NA,NA,NA,Positive,NA,NA,NA,Given in manuscript or supplementary material,Not statistically significant,NA,NA,NA,NA,NA,Dec sampling,,Consistent,Temperature,Spring SST,Yes statistically significant,NA,Not tested,NA,NA,NA,Not considered,Authors suggest other factors may have contributed to observed change,Pollution/Eutrophication,NA,Temperature preference,Demonstrated regional climate change plus demonstrated link to global climate change
1155,2050,2008,"Micheli, F., M. J. Bishop, C. H. Peterson, and J. Rivera. 2008. Alteration of seagrass species composition and function over two decades. Ecological Monographs 78:225-244",Peer-reviewed journal,North-west Atlantic,Atlantic Ocean,Northern,34.68,-77.01,Intertidal/Coastal/Estuarine,1,1,Piney Island,1985,2004,20,4,Irregular,4,Dec sampling,Seagrass,Taxa,Zostera marina,eelgrass,Adult: breeding and non-breeding or unspecified,Primary producer,Trailing edge,Cold water,Habitat forming,Not exploited,2,NA,Abundance,shoot density,NA,NA,NA,NA,Negative,NA,NA,NA,Given in manuscript or supplementary material,Not statistically significant,NA,NA,NA,NA,NA,Dec sampling,,Consistent,Temperature,Spring SST,Yes statistically significant,NA,Not tested,NA,NA,NA,Not considered,Authors suggest other factors may have contributed to observed change,Pollution/Eutrophication,NA,Temperature preference,Demonstrated regional climate change plus demonstrated link to global climate change
1161,2050,2008,"Micheli, F., M. J. Bishop, C. H. Peterson, and J. Rivera. 2008. Alteration of seagrass species composition and function over two decades. Ecological Monographs 78:225-244",Peer-reviewed journal,North-west Atlantic,Atlantic Ocean,Northern,34.69,-78.91,Intertidal/Coastal/Estuarine,1,1,Dog Island,1985,2004,20,4,Irregular,4,Dec sampling,Seagrass,Taxa,Halodule wrightii,shoalgrass,Adult: breeding and non-breeding or unspecified,Primary producer,Leading edge,Warm water,Habitat forming,Not exploited,2,NA,Abundance,shoot density,NA,NA,NA,NA,No change,NA,NA,NA,NA,Not statistically significant,NA,NA,NA,NA,NA,Dec sampling,,No change,Temperature,Spring SST,Yes statistically significant,NA,Not tested,NA,NA,NA,Not considered,Authors suggest other factors may have contributed to observed change,Pollution/Eutrophication,NA,Temperature preference,Demonstrated regional climate change plus demonstrated link to global climate change
1165,2050,2008,"Micheli, F., M. J. Bishop, C. H. Peterson, and J. Rivera. 2008. Alteration of seagrass species composition and function over two decades. Ecological Monographs 78:225-244",Peer-reviewed journal,North-west Atlantic,Atlantic Ocean,Northern,34.68,-77.05,Intertidal/Coastal/Estuarine,1,1,Marker 46,1985,2004,20,4,Irregular,4,Dec sampling,Seagrass,Taxa,Halodule wrightii,shoalgrass,Adult: breeding and non-breeding or unspecified,Primary producer,Leading edge,Warm water,Habitat forming,Not exploited,2,NA,Abundance,shoot density,NA,NA,NA,NA,No change,NA,NA,NA,NA,Not statistically significant,NA,NA,NA,NA,NA,Dec sampling,,No change,Temperature,Spring SST,Yes statistically significant,NA,Not tested,NA,NA,NA,Not considered,Authors suggest other factors may have contributed to observed change,Pollution/Eutrophication,NA,Temperature preference,Demonstrated regional climate change plus demonstrated link to global climate change
1169,2050,2008,"Micheli, F., M. J. Bishop, C. H. Peterson, and J. Rivera. 2008. Alteration of seagrass species composition and function over two decades. Ecological Monographs 78:225-244",Peer-reviewed journal,North-west Atlantic,Atlantic Ocean,Northern,34.67,-77.11,Intertidal/Coastal/Estuarine,1,1,Huggins Island,1985,2004,20,4,Irregular,4,Dec sampling,Seagrass,Taxa,Halodule wrightii,shoalgrass,Adult: breeding and non-breeding or unspecified,Primary producer,Leading edge,Warm water,Habitat forming,Not exploited,2,NA,Abundance,shoot density,NA,NA,NA,NA,No change,NA,NA,NA,NA,Not statistically significant,NA,NA,NA,NA,NA,Dec sampling,,No change,Temperature,Spring SST,Yes statistically significant,NA,Not tested,NA,NA,NA,Not considered,Authors suggest other factors may have contributed to observed change,Pollution/Eutrophication,NA,Temperature preference,Demonstrated regional climate change plus demonstrated link to global climate change
1173,2050,2008,"Micheli, F., M. J. Bishop, C. H. Peterson, and J. Rivera. 2008. Alteration of seagrass species composition and function over two decades. Ecological Monographs 78:225-244",Peer-reviewed journal,North-west Atlantic,Atlantic Ocean,Northern,34.68,-77.01,Intertidal/Coastal/Estuarine,1,1,Piney Island,1985,2004,20,4,Irregular,4,Dec sampling,Seagrass,Taxa,Halodule wrightii,shoalgrass,Adult: breeding and non-breeding or unspecified,Primary producer,Leading edge,Warm water,Habitat forming,Not exploited,2,NA,Abundance,shoot density,NA,NA,NA,NA,No change,NA,NA,NA,NA,Not statistically significant,NA,NA,NA,NA,NA,Dec sampling,,No change,Temperature,Spring SST,Yes statistically significant,NA,Not tested,NA,NA,NA,Not considered,Authors suggest other factors may have contributed to observed change,Pollution/Eutrophication,NA,Temperature preference,Demonstrated regional climate change plus demonstrated link to global climate change
1177,2050,2008,"Micheli, F., M. J. Bishop, C. H. Peterson, and J. Rivera. 2008. Alteration of seagrass species composition and function over two decades. Ecological Monographs 78:225-244",Peer-reviewed journal,North-west Atlantic,Atlantic Ocean,Northern,34.67,-77.06,Intertidal/Coastal/Estuarine,1,1,Emerald Island Bridge,1985,2004,20,4,Irregular,4,Dec sampling,Seagrass,Taxa,Halodule wrightii,shoalgrass,Adult: breeding and non-breeding or unspecified,Primary producer,Leading edge,Warm water,Habitat forming,Not exploited,2,NA,Abundance,shoot density,NA,NA,NA,NA,No change,NA,NA,NA,NA,Not statistically significant,NA,NA,NA,NA,NA,Dec sampling,,No change,Temperature,Spring SST,Yes statistically significant,NA,Not tested,NA,NA,NA,Not considered,Authors suggest other factors may have contributed to observed change,Pollution/Eutrophication,NA,Temperature preference,Demonstrated regional climate change plus demonstrated link to global climate change
1181,2051,1999,"Sagarin, R. D., J. P. Barry, S. E. Gilman, and C. H. Baxter. 1999. Climate-related change in an intertidal community over short and long time scales. Ecological Monographs 69:465-490",Peer-reviewed journal,North-east Pacific,Pacific Ocean,Northern,37.46,-122.45,Intertidal/Coastal/Estuarine,100,11,NA,1966,1996,31,9,Irregular,NA,methods are discriptive & brought up in the discussion,Benthic molluscs,Taxa,Serpulorbis squamigerus,snail,Adult: breeding and non-breeding or unspecified,Secondary consumer : Omnivore suspension feeder,Leading edge,Warm water,NA,Not exploited,21,NA,Distribution,Northern range expansion,NA,NA,Range edge (popn/site),Range,Positive,1,53.12,km,Calculated from manuscript or supplementary material,Not tested,NA,NA,NA,NA,NA,range shift since 1980,,Consistent,Temperature,NA,No but trend demonstrated,NA,Not tested,NA,NA,NA,NA,Not mentioned,NA,NA,Temperature preference,Demonstrated regional climate change plus demonstrated link to global climate change
1182,2051,1999,"Sagarin, R. D., J. P. Barry, S. E. Gilman, and C. H. Baxter. 1999. Climate-related change in an intertidal community over short and long time scales. Ecological Monographs 69:465-490",Peer-reviewed journal,North-east Pacific,Pacific Ocean,Northern,36.62,-121.91,Intertidal/Coastal/Estuarine,1,1,NA,1931,1996,66,7,Two periods,114,NA,Benthic crustacea,Taxa,Petrolisthes cinctipes,crab,Adult: breeding and non-breeding or unspecified,"Secondary consumer : Carnivore, detritivore, scavenger",Trailing edge,Cold water,NA,Not exploited,21,NA,Abundance,Change in total abundance,NA,NA,NA,NA,Negative,NA,-15.385,%,Calculated from manuscript or supplementary material,Yes statistically significant,NA,NA,NA,NA,NA,Northern spp according to authors ,,Consistent,Temperature,"mean, max , min shoreline temperature",Yes statistically significant,NA,Not tested,NA,NA,NA,NA,Authors discount other factors,Other,"habitat changes, anthropogenic effects, indirect biological interactions, ENSO events and upwelling induce warming suggested and rejected",Temperature preference,Demonstrated regional climate change plus demonstrated link to global climate change
1183,2051,1999,"Sagarin, R. D., J. P. Barry, S. E. Gilman, and C. H. Baxter. 1999. Climate-related change in an intertidal community over short and long time scales. Ecological Monographs 69:465-490",Peer-reviewed journal,North-east Pacific,Pacific Ocean,Northern,36.62,-121.91,Intertidal/Coastal/Estuarine,1,1,NA,1931,1996,66,7,Two periods,114,NA,Benthic molluscs,Taxa,Tectura scutum,limpet,Adult: breeding and non-breeding or unspecified,Primary consumer: Herbivore grazer and browser,Trailing edge,Cold water,NA,Not exploited,21,NA,Abundance,Change in total abundance,NA,NA,NA,NA,Negative,NA,-14.974,%,Calculated from manuscript or supplementary material,Yes statistically significant,NA,NA,NA,NA,NA,Northern spp according to authors ,,Consistent,Temperature,"mean, max , min shoreline temperature",Yes statistically significant,NA,Not tested,NA,NA,NA,NA,Authors discount other factors,Other,"habitat changes, anthropogenic effects, indirect biological interactions, ENSO events and upwelling induce warming suggested and rejected",Temperature preference,Demonstrated regional climate change plus demonstrated link to global climate change
1184,2051,1999,"Sagarin, R. D., J. P. Barry, S. E. Gilman, and C. H. Baxter. 1999. Climate-related change in an intertidal community over short and long time scales. Ecological Monographs 69:465-490",Peer-reviewed journal,North-east Pacific,Pacific Ocean,Northern,36.62,-121.91,Intertidal/Coastal/Estuarine,1,1,NA,1931,1996,66,7,Two periods,114,NA,Benthic invert. (other),Taxa,Leptasterias hexactis,sea star,Adult: breeding and non-breeding or unspecified,"Secondary consumer : Carnivore, detritivore, scavenger",Trailing edge,Cold water,NA,Not exploited,21,NA,Abundance,Change in total abundance,NA,NA,NA,NA,Negative,NA,-13.602,%,Calculated from manuscript or supplementary material,Yes statistically significant,NA,NA,NA,NA,NA,Northern spp according to authors ,,Consistent,Temperature,"mean, max , min shoreline temperature",Yes statistically significant,NA,Not tested,NA,NA,NA,NA,Authors discount other factors,Other,"habitat changes, anthropogenic effects, indirect biological interactions, ENSO events and upwelling induce warming suggested and rejected",Temperature preference,Demonstrated regional climate change plus demonstrated link to global climate change
1185,2051,1999,"Sagarin, R. D., J. P. Barry, S. E. Gilman, and C. H. Baxter. 1999. Climate-related change in an intertidal community over short and long time scales. Ecological Monographs 69:465-490",Peer-reviewed journal,North-east Pacific,Pacific Ocean,Northern,36.62,-121.91,Intertidal/Coastal/Estuarine,1,1,NA,1931,1996,66,7,Two periods,114,NA,Benthic cnidarians,Taxa,Anthpleura xanthogrammica,anemone,Adult: breeding and non-breeding or unspecified,"Secondary consumer : Carnivore, detritivore, scavenger",Trailing edge,Cold water,NA,Not exploited,21,NA,Abundance,Change in total abundance,NA,NA,NA,NA,Negative,NA,-11.268,%,Calculated from manuscript or supplementary material,Yes statistically significant,NA,NA,NA,NA,NA,Northern spp according to authors ,,Consistent,Temperature,"mean, max , min shoreline temperature",Yes statistically significant,NA,Not tested,NA,NA,NA,NA,Authors discount other factors,Other,"habitat changes, anthropogenic effects, indirect biological interactions, ENSO events and upwelling induce warming suggested and rejected",Temperature preference,Demonstrated regional climate change plus demonstrated link to global climate change
1186,2051,1999,"Sagarin, R. D., J. P. Barry, S. E. Gilman, and C. H. Baxter. 1999. Climate-related change in an intertidal community over short and long time scales. Ecological Monographs 69:465-490",Peer-reviewed journal,North-east Pacific,Pacific Ocean,Northern,36.62,-121.91,Intertidal/Coastal/Estuarine,1,1,NA,1931,1996,66,7,Two periods,114,NA,Benthic cnidarians,Taxa,Anthopleura elegantissima northern,anemone,Adult: breeding and non-breeding or unspecified,"Secondary consumer : Carnivore, detritivore, scavenger",Trailing edge,Cold water,NA,Not exploited,21,Clonal,Abundance,Change in total abundance,NA,NA,NA,NA,Negative,NA,-8.185,%,Calculated from manuscript or supplementary material,Yes statistically significant,NA,NA,NA,NA,NA,Northern spp according to authors ,,Consistent,Temperature,"mean, max , min shoreline temperature",Yes statistically significant,NA,Not tested,NA,NA,NA,NA,Authors discount other factors,Other,"habitat changes, anthropogenic effects, indirect biological interactions, ENSO events and upwelling induce warming suggested and rejected",Temperature preference,Demonstrated regional climate change plus demonstrated link to global climate change
1187,2051,1999,"Sagarin, R. D., J. P. Barry, S. E. Gilman, and C. H. Baxter. 1999. Climate-related change in an intertidal community over short and long time scales. Ecological Monographs 69:465-490",Peer-reviewed journal,North-east Pacific,Pacific Ocean,Northern,36.62,-121.91,Intertidal/Coastal/Estuarine,1,1,NA,1931,1996,66,7,Two periods,114,NA,Benthic molluscs,Taxa,Acanthina punctulata,snail,Adult: breeding and non-breeding or unspecified,"Secondary consumer : Carnivore, detritivore, scavenger",Leading edge,Warm water,NA,Not exploited,21,NA,Abundance,Change in total abundance,NA,NA,NA,NA,Positive,NA,15.506,%,Calculated from manuscript or supplementary material,Yes statistically significant,NA,NA,NA,NA,NA,Southern spp according to authors,,Consistent,Temperature,"mean, max , min shoreline temperature",Yes statistically significant,NA,Not tested,NA,NA,NA,NA,Authors discount other factors,Other,"habitat changes, anthropogenic effects, indirect biological interactions, ENSO events and upwelling induce warming suggested and rejected",Temperature preference,Demonstrated regional climate change plus demonstrated link to global climate change
1188,2051,1999,"Sagarin, R. D., J. P. Barry, S. E. Gilman, and C. H. Baxter. 1999. Climate-related change in an intertidal community over short and long time scales. Ecological Monographs 69:465-490",Peer-reviewed journal,North-east Pacific,Pacific Ocean,Northern,36.62,-121.91,Intertidal/Coastal/Estuarine,1,1,NA,1931,1996,66,7,Two periods,114,NA,Benthic molluscs,Taxa,Fissurella volcano,keyhole limpet,Adult: breeding and non-breeding or unspecified,Secondary consumer : Omnivore suspension feeder,Leading edge,Warm water,NA,Not exploited,21,NA,Abundance,Change in total abundance,NA,NA,NA,NA,Positive,NA,22.462,%,Calculated from manuscript or supplementary material,Yes statistically significant,NA,NA,NA,NA,NA,Southern spp according to authors,,Consistent,Temperature,"mean, max , min shoreline temperature",Yes statistically significant,NA,Not tested,NA,NA,NA,NA,Authors discount other factors,Other,"habitat changes, anthropogenic effects, indirect biological interactions, ENSO events and upwelling induce warming suggested and rejected",Temperature preference,Demonstrated regional climate change plus demonstrated link to global climate change
1189,2051,1999,"Sagarin, R. D., J. P. Barry, S. E. Gilman, and C. H. Baxter. 1999. Climate-related change in an intertidal community over short and long time scales. Ecological Monographs 69:465-490",Peer-reviewed journal,North-east Pacific,Pacific Ocean,Northern,36.62,-121.91,Intertidal/Coastal/Estuarine,1,1,NA,1931,1996,66,7,Two periods,114,NA,Benthic molluscs,Taxa,Lepidochitona hartwegii,chiton,Adult: breeding and non-breeding or unspecified,Primary consumer: Herbivore grazer and browser,Leading edge,Warm water,NA,Not exploited,21,NA,Abundance,Change in total abundance,NA,NA,NA,NA,Positive,NA,42.462,%,Calculated from manuscript or supplementary material,Yes statistically significant,NA,NA,NA,NA,NA,Southern spp according to authors,,Consistent,Temperature,"mean, max , min shoreline temperature",Yes statistically significant,NA,Not tested,NA,NA,NA,NA,Authors discount other factors,Other,"habitat changes, anthropogenic effects, indirect biological interactions, ENSO events and upwelling induce warming suggested and rejected",Temperature preference,Demonstrated regional climate change plus demonstrated link to global climate change
1190,2051,1999,"Sagarin, R. D., J. P. Barry, S. E. Gilman, and C. H. Baxter. 1999. Climate-related change in an intertidal community over short and long time scales. Ecological Monographs 69:465-490",Peer-reviewed journal,North-east Pacific,Pacific Ocean,Northern,41.84,-124.13,Intertidal/Coastal/Estuarine,100,2,NA,1954,1993,40,2,Two periods,NA,methods are discriptive and based on historic records,Benthic molluscs,Taxa,Lepidochitona hartwegii,chiton,Adult: breeding and non-breeding or unspecified,Primary consumer: Herbivore grazer and browser,Leading edge,Warm water,NA,Not exploited,21,NA,Distribution,Northern range expansion,NA,NA,Range edge (popn/site),Range,Positive,1,151.75,km,Calculated from manuscript or supplementary material,Not tested,NA,NA,NA,NA,NA,NA,,Consistent,Temperature,NA,No but trend demonstrated,NA,Not tested,NA,NA,NA,NA,Not mentioned,NA,NA,Temperature preference,Demonstrated regional climate change plus demonstrated link to global climate change
1191,2051,1999,"Sagarin, R. D., J. P. Barry, S. E. Gilman, and C. H. Baxter. 1999. Climate-related change in an intertidal community over short and long time scales. Ecological Monographs 69:465-490",Peer-reviewed journal,North-east Pacific,Pacific Ocean,Northern,36.62,-121.91,Intertidal/Coastal/Estuarine,1,1,NA,1931,1996,66,7,Two periods,114,NA,Benthic crustacea,Taxa,Tetraclita rubescens,barnacle,Adult: breeding and non-breeding or unspecified,Secondary consumer : Omnivore suspension feeder,Leading edge,Warm water,NA,Not exploited,21,NA,Abundance,Change in total abundance,NA,NA,NA,NA,Positive,NA,579.56,%,Calculated from manuscript or supplementary material,Yes statistically significant,NA,NA,NA,NA,NA,Southern spp according to authors,,Consistent,Temperature,"mean, max , min shoreline temperature",Yes statistically significant,NA,Not tested,NA,NA,NA,NA,Authors discount other factors,Other,"habitat changes, anthropogenic effects, indirect biological interactions, ENSO events and upwelling induce warming suggested and rejected",Temperature preference,Demonstrated regional climate change plus demonstrated link to global climate change
1192,2051,1999,"Sagarin, R. D., J. P. Barry, S. E. Gilman, and C. H. Baxter. 1999. Climate-related change in an intertidal community over short and long time scales. Ecological Monographs 69:465-490",Peer-reviewed journal,North-east Pacific,Pacific Ocean,Northern,36.62,-121.91,Intertidal/Coastal/Estuarine,1,1,NA,1931,1996,66,7,Two periods,114,NA,Benthic cnidarians,Taxa,Anthopleura elegantissima southern,anemone,Adult: breeding and non-breeding or unspecified,"Secondary consumer : Carnivore, detritivore, scavenger",Leading edge,Warm water,NA,Not exploited,21,NA,Abundance,Change in total abundance,NA,NA,NA,NA,Positive,NA,NA,NA,Given in manuscript or supplementary material,Yes statistically significant,NA,NA,NA,NA,NA,Southern spp according to authors,,Consistent,Temperature,"mean, max , min shoreline temperature",Yes statistically significant,NA,Not tested,NA,NA,NA,NA,Authors discount other factors,Other,"habitat changes, anthropogenic effects, indirect biological interactions, ENSO events and upwelling induce warming suggested and rejected",Temperature preference,Demonstrated regional climate change plus demonstrated link to global climate change
1193,2051,1999,"Sagarin, R. D., J. P. Barry, S. E. Gilman, and C. H. Baxter. 1999. Climate-related change in an intertidal community over short and long time scales. Ecological Monographs 69:465-490",Peer-reviewed journal,North-east Pacific,Pacific Ocean,Northern,36.62,-121.91,Intertidal/Coastal/Estuarine,1,1,NA,1931,1996,66,7,Two periods,114,NA,Benthic cnidarians,Taxa,Corynactis californica,anemone,Adult: breeding and non-breeding or unspecified,"Secondary consumer : Carnivore, detritivore, scavenger",Leading edge,Warm water,NA,Not exploited,21,NA,Abundance,Change in total abundance,NA,NA,NA,NA,Positive,NA,NA,NA,Given in manuscript or supplementary material,Yes statistically significant,NA,NA,NA,NA,NA,Southern spp according to authors,,Consistent,Temperature,"mean, max , min shoreline temperature",Yes statistically significant,NA,Not tested,NA,NA,NA,NA,Authors discount other factors,Other,"habitat changes, anthropogenic effects, indirect biological interactions, ENSO events and upwelling induce warming suggested and rejected",Temperature preference,Demonstrated regional climate change plus demonstrated link to global climate change
1194,2051,1999,"Sagarin, R. D., J. P. Barry, S. E. Gilman, and C. H. Baxter. 1999. Climate-related change in an intertidal community over short and long time scales. Ecological Monographs 69:465-490",Peer-reviewed journal,North-east Pacific,Pacific Ocean,Northern,36.62,-121.91,Intertidal/Coastal/Estuarine,1,1,NA,1931,1996,66,7,Two periods,114,NA,Benthic molluscs,Taxa,Erato vitellina,snail,Adult: breeding and non-breeding or unspecified,"Secondary consumer : Carnivore, detritivore, scavenger",Leading edge,Warm water,NA,Not exploited,21,NA,Abundance,Change in total abundance,NA,NA,NA,NA,Positive,NA,NA,NA,Given in manuscript or supplementary material,Yes statistically significant,NA,NA,NA,NA,NA,Southern spp according to authors,,Consistent,Temperature,"mean, max , min shoreline temperature",Yes statistically significant,NA,Not tested,NA,NA,NA,NA,Authors discount other factors,Other,"habitat changes, anthropogenic effects, indirect biological interactions, ENSO events and upwelling induce warming suggested and rejected",Temperature preference,Demonstrated regional climate change plus demonstrated link to global climate change
